0.000003 1.01856
0.109177 1.08049
0.111292 1.09778
0.101478 1.09102
0.123694 1.09507
0.155023 1.08809
0.125521 1.09133
0.128152 1.05322
0.112133 1.07999
0.173795 1.09648
0.097288 1.05352
0.144850 1.07973
0.151493 1.08312
0.079009 1.07643
0.103130 1.05968
0.114985 1.06946
0.135582 1.07246
0.088581 1.0642
0.111936 1.10293
0.143722 1.09914
0.133113 1.09409
0.155438 1.131
0.203817 1.15512
0.141483 1.11824
0.161713 1.11474
0.101606 1.07004
0.135104 1.08029
0.108717 1.0771
0.142307 1.09085
0.126396 1.09932
0.152519 1.10451
0.108226 1.06396
0.085692 1.05718
0.099415 1.07846
0.092674 1.07784
0.116787 1.10518
0.141070 1.09893
0.104043 1.08476
0.112537 1.08362
0.104268 1.05236
0.113154 1.0681
0.111843 1.06107
0.081414 1.06537
0.097885 1.08853
0.183709 1.11029
0.104904 1.0892
0.130505 1.11995
0.176060 1.13103
0.131531 1.12031
0.195012 1.15401
0.214019 1.18208
0.213769 1.16358
0.162132 1.16225
0.165569 1.14247
0.174311 1.15708
0.159771 1.14901
0.149072 1.09919
0.125495 1.08227
0.148272 1.0833
0.100868 1.07778
0.096022 1.03946
0.139258 1.07497
0.097361 1.0629
0.102415 1.07614
0.138049 1.10219
0.105891 1.06065
0.112969 1.05514
0.137617 1.08998
0.111215 1.06365
0.125735 1.0916
0.121135 1.05575
0.096545 1.08694
0.099503 1.07777
0.089366 1.0689
0.101806 1.04929
0.109312 1.07621
0.096868 1.04708
0.101580 1.0423
0.101401 1.05397
0.094681 1.0518
0.131773 1.06372
0.077386 1.0587
0.130508 1.07525
0.129929 1.062
0.096885 1.07136
0.139326 1.09916
0.171908 1.11235
0.112404 1.06778
0.142817 1.05481
0.086424 1.05953
0.085039 1.06975
0.152560 1.08037
0.096290 1.06218
0.099269 1.04982
0.129982 1.0929
0.085596 1.0544
0.104406 1.07861
0.118597 1.05624
0.112391 1.05326
0.120176 1.0886
0.107011 1.06654
0.146805 1.07062
0.120874 1.06306
0.163106 1.10203
0.131924 1.08274
0.112809 1.06592
0.150566 1.08573
0.189435 1.11539
0.102801 1.07008
0.098512 1.05673
0.140522 1.06445
0.118086 1.05665
0.092205 1.05851
0.098430 1.05615
0.116311 1.09215
0.129549 1.07065
0.051362 1.05333
0.104400 1.06427
0.086815 1.05262
0.111670 1.06694
0.103416 1.06683
0.124955 1.0958
0.119915 1.07128
0.089471 1.0567
0.123542 1.08043
0.158767 1.1127
0.108525 1.06304
0.094036 1.04193
0.078526 1.05229
0.094870 1.07866
0.097630 1.08217
0.111506 1.04718
0.089702 1.05464
0.108386 1.05314
0.135023 1.10179
0.084090 1.08041
0.122685 1.08088
0.100411 1.06476
0.104778 1.0509
0.130795 1.06993
0.121941 1.07367
0.100682 1.04622
0.114326 1.04344
0.104107 1.06769
0.105955 1.07316
0.099346 1.06964
0.110924 1.05921
0.102121 1.07575
0.141101 1.11409
0.109948 1.12081
0.140690 1.12587
0.190949 1.15577
0.127172 1.09551
0.176762 1.09512
0.116716 1.054
0.124518 1.08956
0.087992 1.07842
0.079500 1.11659
0.134011 1.12819
0.074131 1.10119
0.170831 1.12397
0.212485 1.12938
0.138757 1.10607
0.095648 1.09703
0.194643 1.102
0.088296 1.09934
0.100810 1.07352
0.172429 1.10451
